No,Kode Provinsi,Provinsi,Kode Kabupaten,Kabupaten,Jenis Bencana,Tanggal,Meninggal,Hilang,Terluka,Mengungsi
17049,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,29/3/2003,7,8,0,149
18002,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,KLB,1/2/1993,6,0,0,0
8879,53,NUSA TENGGARA TIMUR,5303,KUPANG,KECELAKAAN TRANSPORTASI,28/6/2010,6,0,0,0
15250,53,NUSA TENGGARA TIMUR,5310,SIKKA,KLB,1/12/2005,5,0,549,0
15779,53,NUSA TENGGARA TIMUR,5303,KUPANG,KLB,1/2/2005,5,0,0,0
15395,53,NUSA TENGGARA TIMUR,5301,SUMBA BARAT,KLB,1/9/2005,5,0,1702,0
11969,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,KECELAKAAN TRANSPORTASI,14/1/2009,5,6,10,0
15484,53,NUSA TENGGARA TIMUR,5305,TIMOR TENGAH UTARA,KLB,18/6/2005,5,0,0,0
18004,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,KLB,21/1/1993,5,0,0,0
17056,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,GEMPA BUMI,25/3/2003,5,0,15,0
12953,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,BANJIR,4/4/2008,5,0,0,0
2388,53,NUSA TENGGARA TIMUR,5310,SIKKA,LETUSAN GUNUNG API,9/8/2013,5,0,3,0
6493,53,NUSA TENGGARA TIMUR,5320,SABU RAIJUA,TANAH LONGSOR,13/8/2011,4,0,9,0
10082,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,PUTING BELIUNG,17/1/2010,4,0,0,0
16611,53,NUSA TENGGARA TIMUR,5310,SIKKA,KECELAKAAN TRANSPORTASI,3/2/2004,4,7,0,0
16612,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,BANJIR,3/2/2004,4,0,3,3541
17046,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR DAN TANAH LONGSOR,31/3/2003,4,8,6,0
7010,53,NUSA TENGGARA TIMUR,5319,MANGGARAI TIMUR,BANJIR DAN TANAH LONGSOR,7/5/2011,4,1,0,0
12115,53,NUSA TENGGARA TIMUR,5305,ALOR,PUTING BELIUNG,1/1/2009,3,0,0,0
16579,53,NUSA TENGGARA TIMUR,5309,FLORES TIMUR,PUTING BELIUNG,11/2/2004,3,0,2,0
16691,53,NUSA TENGGARA TIMUR,5303,KUPANG,BANJIR DAN TANAH LONGSOR,12/1/2004,3,0,0,0
18035,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,BANJIR,18/2/1991,3,0,4,0
15482,53,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,KLB,18/6/2005,3,0,0,0
13141,53,NUSA TENGGARA TIMUR,5310,SIKKA,TANAH LONGSOR,19/2/2008,3,0,0,0
773,53,"	NUSA TENGGARA TIMUR",5314,ROTE NDAO,KECELAKAAN TRANSPORTASI,27/9/2014,3,0,0,0
13215,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,6/2/2008,3,0,1,0
12193,53,NUSA TENGGARA TIMUR,5303,KUPANG,BANJIR,8/12/2008,3,1,0,0
17703,53,NUSA TENGGARA TIMUR,5312,NGADA,KEBAKARAN,8/4/1999,3,0,0,0
12563,53,NUSA TENGGARA TIMUR,5311,ENDE,TANAH LONGSOR,9/8/2008,3,0,2,0
9646,53,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,KEKERINGAN,1/3/2010,2,0,0,0
168,53,"	NTT",5310,SIKKA,PUTING BELIUNG,10/1/2015,2,0,1,0
13179,53,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,PUTING BELIUNG,11/2/2008,2,0,0,0
11675,53,NUSA TENGGARA TIMUR,5302,TIMOR TENGAH SELATAN,KLB,12/2/2009,2,0,167,0
10096,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,PUTING BELIUNG,15/1/2010,2,0,0,0
15485,53,NUSA TENGGARA TIMUR,5306,BELU,KLB,18/6/2005,2,0,0,0
15483,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,KLB,18/6/2005,2,0,0,0
11286,53,NUSA TENGGARA TIMUR,5313,LEMBATA,KECELAKAAN TRANSPORTASI,19/4/2009,2,0,12,0
14820,53,NUSA TENGGARA TIMUR,5306,BELU,BANJIR,2/4/2006,2,0,0,0
11431,53,NUSA TENGGARA TIMUR,5302,TIMOR TENGAH SELATAN,KLB,25/3/2009,2,0,209,0
16660,53,NUSA TENGGARA TIMUR,5311,ENDE,BANJIR,28/1/2004,2,0,0,0
17047,53,NUSA TENGGARA TIMUR,5306,BELU,BANJIR,29/3/2003,2,2,0,0
12203,53,NUSA TENGGARA TIMUR,5306,BELU,BANJIR,4/12/2008,2,0,52,0
13222,53,NUSA TENGGARA TIMUR,5318,NAGEKEO,BANJIR,5/2/2008,2,0,0,0
13212,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,BANJIR,7/2/2008,2,0,0,0
12062,53,NUSA TENGGARA TIMUR,5306,FLORES TIMUR,KLB,8/1/2009,2,0,81,0
11723,53,NUSA TENGGARA TIMUR,5303,TIMOR TENGAH UTARA,BANJIR,8/2/2009,2,0,0,0
12053,53,NUSA TENGGARA TIMUR,5301,KUPANG,BANJIR,9/1/2009,2,0,0,0
490,53,"	NUSA TENGGARA TIMUR",5315,MANGGARAI BARAT,TANAH LONGSOR,1/12/2014,1,0,1,0
9931,53,NUSA TENGGARA TIMUR,5306,BELU,KEBAKARAN,1/2/2010,1,0,0,0
5201,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,BANJIR,10/3/2012,1,0,0,0
12023,53,NUSA TENGGARA TIMUR,5307,SIKKA,KEBAKARAN,11/1/2009,1,0,0,0
12180,53,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,KECELAKAAN TRANSPORTASI,12/12/2008,1,1,5,0
13042,53,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,BANJIR,12/3/2008,1,0,0,0
17545,53,NUSA TENGGARA TIMUR,5308,LEMBATA,TANAH LONGSOR,15/1/2001,1,0,0,0
5149,53,NUSA TENGGARA TIMUR,5309,FLORES TIMUR,PUTING BELIUNG,16/3/2012,1,0,0,0
11300,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,KECELAKAAN TRANSPORTASI,16/4/2009,1,0,0,0
16480,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,BANJIR,17/3/2004,1,0,0,870
11476,53,NUSA TENGGARA TIMUR,5305,ALOR,KEBAKARAN,17/3/2009,1,0,0,0
11627,53,NUSA TENGGARA TIMUR,5306,FLORES TIMUR,BANJIR,18/2/2009,1,0,0,0
15486,53,NUSA TENGGARA TIMUR,5315,MANGGARAI BARAT,KLB,18/6/2005,1,0,0,0
15081,53,NUSA TENGGARA TIMUR,5306,BELU,BANJIR,19/1/2006,1,0,37,0
13140,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,19/2/2008,1,0,1,0
2570,53,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,BANJIR,22/6/2013,1,0,0,0
11607,53,NUSA TENGGARA TIMUR,5316,NAGEKEO,TANAH LONGSOR,23/2/2009,1,0,0,0
14349,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,BANJIR,25/12/2006,1,0,0,0
9679,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,TANAH LONGSOR,27/2/2010,1,0,0,0
2189,53,NUSA TENGGARA TIMUR,5318,SUMBA BARAT DAYA,PUTING BELIUNG,29/10/2013,1,0,0,25
12252,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,BANJIR,29/11/2008,1,0,0,0
12734,53,NUSA TENGGARA TIMUR,5308,LEMBATA,KECELAKAAN TRANSPORTASI,29/6/2008,1,1,25,0
12332,53,NUSA TENGGARA TIMUR,5315,MANGGARAI BARAT,TANAH LONGSOR,3/11/2008,1,0,0,0
17807,53,NUSA TENGGARA TIMUR,5305,TIMOR TENGAH UTARA,PUTING BELIUNG,30/10/1998,1,0,0,0
12120,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,30/12/2008,1,0,0,0
239,53,"	NUSA TENGGARA TIMUR",5314,ROTE NDAO,BANJIR,31/12/2014,1,0,0,0
13227,53,NUSA TENGGARA TIMUR,5309,FLORES TIMUR,BANJIR,4/2/2008,1,0,0,0
12086,53,NUSA TENGGARA TIMUR,5317,SUMBA TENGAH,KEBAKARAN,5/1/2009,1,0,0,0
11223,53,NUSA TENGGARA TIMUR,5304,BELU,BANJIR,5/5/2009,1,0,0,0
13074,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,TANAH LONGSOR,6/3/2008,1,0,0,0
11530,53,NUSA TENGGARA TIMUR,5301,KUPANG,BANJIR,6/3/2009,1,0,0,0
11218,53,NUSA TENGGARA TIMUR,5302,TIMOR TENGAH SELATAN,BANJIR,6/5/2009,1,0,0,0
11739,53,NUSA TENGGARA TIMUR,5310,MANGGARAI,PUTING BELIUNG,7/2/2009,1,0,0,0
12063,53,NUSA TENGGARA TIMUR,5317,SUMBA TENGAH,BANJIR,8/1/2009,1,0,0,0
9843,53,NUSA TENGGARA TIMUR,5311,ENDE,BANJIR,8/2/2010,1,0,1,30
15184,53,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,KEKERINGAN,1/1/2006,0,0,0,0
15185,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,KEKERINGAN,1/1/2006,0,0,0,0
14324,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,KEKERINGAN,1/1/2007,0,0,0,0
14323,53,NUSA TENGGARA TIMUR,5301,SUMBA BARAT,KEKERINGAN,1/1/2007,0,0,0,0
13414,53,NUSA TENGGARA TIMUR,5308,LEMBATA,BANJIR,1/1/2008,0,0,0,0
13415,53,NUSA TENGGARA TIMUR,5308,LEMBATA,PUTING BELIUNG,1/1/2008,0,0,0,0
13416,53,NUSA TENGGARA TIMUR,5308,LEMBATA,TANAH LONGSOR,1/1/2008,0,0,0,0
13418,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,PUTING BELIUNG,1/1/2008,0,0,0,0
13417,53,NUSA TENGGARA TIMUR,5310,SIKKA,PUTING BELIUNG,1/1/2008,0,0,0,0
13413,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,PUTING BELIUNG,1/1/2008,0,0,0,0
12116,53,NUSA TENGGARA TIMUR,5308,ENDE,BANJIR,1/1/2009,0,0,0,0
12117,53,NUSA TENGGARA TIMUR,5315,MANGGARAI BARAT,BANJIR,1/1/2009,0,0,0,0
10276,53,NUSA TENGGARA TIMUR,5307,ALOR,KEBAKARAN,1/1/2010,0,0,0,15
10275,53,NUSA TENGGARA TIMUR,5307,ALOR,GEMPA BUMI,1/1/2010,0,0,0,0
3597,53,NUSA TENGGARA TIMUR,5311,ENDE,BANJIR,1/1/2013,0,0,0,0
3596,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,BANJIR,1/1/2013,0,0,0,0
12234,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,BANJIR,1/12/2008,0,0,0,0
16645,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,TANAH LONGSOR,1/2/2004,0,0,0,0
14169,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,KEKERINGAN,1/2/2007,0,0,0,0
11817,53,NUSA TENGGARA TIMUR,5306,FLORES TIMUR,KEBAKARAN,1/2/2009,0,0,0,0
9933,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,KEKERINGAN,1/2/2010,0,0,0,0
9932,53,NUSA TENGGARA TIMUR,5310,SIKKA,KEKERINGAN,1/2/2010,0,0,0,0
7756,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,1/2/2011,0,0,0,0
3323,53,NUSA TENGGARA TIMUR,5307,ALOR,PUTING BELIUNG,1/2/2013,0,0,0,0
1574,53,"	NUSA TENGGARA TIMUR",5307,ALOR,PUTING BELIUNG,1/2/2014,0,0,0,0
13110,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,TANAH LONGSOR,1/3/2008,0,0,0,0
9647,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,1/3/2010,0,0,0,0
9648,53,NUSA TENGGARA TIMUR,5310,SIKKA,KEKERINGAN,1/3/2010,0,0,0,0
7572,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,1/3/2011,0,0,0,0
7573,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,PUTING BELIUNG,1/3/2011,0,0,0,0
5269,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,1/3/2012,0,0,0,0
9403,53,NUSA TENGGARA TIMUR,5306,BELU,KEKERINGAN,1/4/2010,0,0,0,0
9404,53,NUSA TENGGARA TIMUR,5316,SUMBA TENGAH,KEKERINGAN,1/4/2010,0,0,0,0
7328,53,NUSA TENGGARA TIMUR,5303,KUPANG,BANJIR,1/4/2011,0,0,0,0
7329,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,1/4/2011,0,0,0,0
7097,53,NUSA TENGGARA TIMUR,5306,BELU,BANJIR,1/5/2011,0,0,0,0
1140,53,"	NUSA TENGGARA TIMUR",5314,ROTE NDAO,KEKERINGAN,1/5/2014,0,0,0,0
16330,53,NUSA TENGGARA TIMUR,5306,BELU,BANJIR,1/6/2004,0,0,0,0
6573,53,NUSA TENGGARA TIMUR,5306,BELU,KEKERINGAN,1/8/2011,0,0,0,0
6574,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,KEKERINGAN,1/8/2011,0,0,0,0
6575,53,NUSA TENGGARA TIMUR,5319,MANGGARAI TIMUR,KEKERINGAN,1/8/2011,0,0,0,0
2438,53,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,KEKERINGAN,1/8/2013,0,0,0,0
6421,53,NUSA TENGGARA TIMUR,5306,BELU,KEKERINGAN,1/9/2011,0,0,0,0
4244,53,NUSA TENGGARA TIMUR,5306,BELU,KEKERINGAN,1/9/2012,0,0,0,0
12038,53,NUSA TENGGARA TIMUR,5314,ROTE NDAO,BANJIR,10/1/2009,0,0,0,0
12037,53,NUSA TENGGARA TIMUR,5305,ALOR,PUTING BELIUNG,10/1/2009,0,0,0,0
3436,53,NUSA TENGGARA TIMUR,5307,ALOR,PUTING BELIUNG,10/1/2013,0,0,0,0
3437,53,NUSA TENGGARA TIMUR,5318,SUMBA BARAT DAYA,PUTING BELIUNG,10/1/2013,0,0,0,0
5992,53,NUSA TENGGARA TIMUR,5306,BELU,BANJIR,10/12/2011,0,0,0,900
3729,53,NUSA TENGGARA TIMUR,5305,TIMOR TENGAH UTARA,PUTING BELIUNG,10/12/2012,0,0,0,0
1994,53,NUSA TENGGARA TIMUR,5310,SIKKA,BANJIR,10/12/2013,0,0,0,0
17526,53,NUSA TENGGARA TIMUR,5309,FLORES TIMUR,TANAH LONGSOR,10/2/2001,0,0,0,0
13189,53,NUSA TENGGARA TIMUR,5305,TIMOR TENGAH UTARA,BANJIR,10/2/2008,0,0,0,0
13190,53,NUSA TENGGARA TIMUR,5307,ALOR,PUTING BELIUNG,10/2/2008,0,0,0,0
13191,53,NUSA TENGGARA TIMUR,5307,ALOR,TANAH LONGSOR,10/2/2008,0,0,0,0
13192,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,PUTING BELIUNG,10/2/2008,0,0,0,0
11701,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,BANJIR,10/2/2009,0,0,0,0
11700,53,NUSA TENGGARA TIMUR,5305,ALOR,PUTING BELIUNG,10/2/2009,0,0,0,0
11702,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,PUTING BELIUNG,10/2/2009,0,0,0,0
11703,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,TANAH LONGSOR,10/2/2009,0,0,0,0
11699,53,NUSA TENGGARA TIMUR,5301,KUPANG,KECELAKAAN TRANSPORTASI,10/2/2009,0,0,6,0
11506,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,BANJIR,10/3/2009,0,0,2,0
12862,53,NUSA TENGGARA TIMUR,5315,MANGGARAI BARAT,KECELAKAAN TRANSPORTASI,10/5/2008,0,1,12,0
10149,53,NUSA TENGGARA TIMUR,5303,KUPANG,KECELAKAAN TRANSPORTASI,11/1/2010,0,0,0,0
7943,53,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,PUTING BELIUNG,11/1/2011,0,0,0,0
3427,53,NUSA TENGGARA TIMUR,5307,ALOR,PUTING BELIUNG,11/1/2013,0,0,0,0
8251,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,PUTING BELIUNG,11/11/2010,0,0,0,0
10339,53,NUSA TENGGARA TIMUR,5303,TIMOR TENGAH UTARA,PUTING BELIUNG,11/12/2009,0,0,0,0
13180,53,NUSA TENGGARA TIMUR,5303,KUPANG,PUTING BELIUNG,11/2/2008,0,0,0,0
13181,53,NUSA TENGGARA TIMUR,5319,MANGGARAI TIMUR,PUTING BELIUNG,11/2/2008,0,0,0,0
11690,53,NUSA TENGGARA TIMUR,5305,ALOR,PUTING BELIUNG,11/2/2009,0,0,0,0
11689,53,NUSA TENGGARA TIMUR,5301,KUPANG,PUTING BELIUNG,11/2/2009,0,0,0,0
3268,53,NUSA TENGGARA TIMUR,5307,ALOR,PUTING BELIUNG,11/2/2013,0,0,0,0
3110,53,NUSA TENGGARA TIMUR,5303,KUPANG,TANAH LONGSOR,11/3/2013,0,0,1,0
7232,53,NUSA TENGGARA TIMUR,5306,BELU,BANJIR DAN TANAH LONGSOR,11/4/2011,0,0,0,3
11192,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,KEBAKARAN,11/5/2009,0,0,0,0
11065,53,NUSA TENGGARA TIMUR,5301,KUPANG,KECELAKAAN TRANSPORTASI,11/6/2009,0,0,1,0
6657,53,NUSA TENGGARA TIMUR,5307,ALOR,GEMPA BUMI,11/7/2011,0,0,0,0
16692,53,NUSA TENGGARA TIMUR,5303,KUPANG,KEBAKARAN,12/1/2004,0,0,0,0
12019,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,KEBAKARAN,12/1/2009,0,0,0,0
12018,53,NUSA TENGGARA TIMUR,5317,SUMBA TENGAH,KEBAKARAN,12/1/2009,0,0,0,0
3425,53,NUSA TENGGARA TIMUR,5307,ALOR,PUTING BELIUNG,12/1/2013,0,0,0,0
1755,53,"	NUSA TENGGARA TIMUR",5307,ALOR,PUTING BELIUNG,12/1/2014,0,0,0,0
10603,53,NUSA TENGGARA TIMUR,5307,SIKKA,PUTING BELIUNG,12/10/2009,0,0,0,0
4004,53,NUSA TENGGARA TIMUR,5318,NAGEKEO,KEBAKARAN,12/10/2012,0,0,0,0
12181,53,NUSA TENGGARA TIMUR,5318,NAGEKEO,BANJIR,12/12/2008,0,0,0,0
13175,53,NUSA TENGGARA TIMUR,5311,ENDE,BANJIR,12/2/2008,0,0,0,0
13176,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,PUTING BELIUNG,12/2/2008,0,0,0,0
13177,53,NUSA TENGGARA TIMUR,5313,MANGGARAI,TANAH LONGSOR,12/2/2008,0,0,0,0
11674,53,NUSA TENGGARA TIMUR,5301,KUPANG,TANAH LONGSOR,12/2/2009,0,0,0,0
3264,53,NUSA TENGGARA TIMUR,5307,ALOR,PUTING BELIUNG,12/2/2013,0,0,0,0
1510,53,"	NUSA TENGGARA TIMUR",5310,SIKKA,BANJIR,12/2/2014,0,0,0,22
9559,53,NUSA TENGGARA TIMUR,5303,KUPANG,KEBAKARAN,12/3/2010,0,0,0,0
5191,53,NUSA TENGGARA TIMUR,5309,FLORES TIMUR,BANJIR,12/3/2012,0,0,1,0
7223,53,NUSA TENGGARA TIMUR,5371,KOTA KUPANG,BANJIR,12/4/2011,0,0,0,0
18014,53,NUSA TENGGARA TIMUR,5307,ALOR,PUTING BELIUNG,12/6/1992,0,0,0,0
11061,53,NUSA TENGGARA TIMUR,5301,KUPANG,KECELAKAAN TRANSPORTASI,12/6/2009,0,0,15,0
11062,53,NUSA TENGGARA TIMUR,5301,KUPANG,KECELAKAAN TRANSPORTASI,12/6/2009,0,0,5,0
10979,53,NUSA TENGGARA TIMUR,5307,SIKKA,KECELAKAAN TRANSPORTASI,12/7/2009,0,0,1,0
